"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"TE","Anthony Fasano",2500,"Buf@Ten 01:00PM ET",8.600,"Ten"
"TE","Jacob Tamme",2500,"Was@Atl 01:00PM ET",6.133,"Atl"
"TE","Brent Celek",2500,"NO@Phi 01:00PM ET",2.400,"Phi"
"TE","Zach Miller",2500,"Chi@KC 01:00PM ET",1.625,"Chi"
"TE","Benjamin Watson",2500,"NO@Phi 01:00PM ET",5.325,"NO"
"TE","Brandon Pettigrew",2500,"Ari@Det 04:05PM ET",0.000,"Det"
"TE","Brandon Myers",2500,"Jax@TB 01:00PM ET",1.650,"TB"
"TE","Darren Fells",2500,"Ari@Det 04:05PM ET",5.800,"Ari"
"TE","David Johnson",2500,"Pit@SD 08:30PM ET",0.050,"SD"
"TE","Clay Harbor",2500,"Jax@TB 01:00PM ET",5.100,"Jax"
"TE","Chase Coffman",2500,"Buf@Ten 01:00PM ET",8.200,"Ten"
"TE","Andrew DePaola",2500,"Jax@TB 01:00PM ET",0.000,"TB"
"TE","Anthony McCoy",2500,"Was@Atl 01:00PM ET",0.000,"Was"
"TE","Jim Dray",2500,"Cle@Bal 01:00PM ET",0.575,"Cle"
"TE","Virgil Green",2500,"Den@Oak 04:25PM ET",3.200,"Den"
"TE","John Phillips",2500,"Pit@SD 08:30PM ET",3.650,"SD"
"TE","Rob Housler",2500,"Cle@Bal 01:00PM ET",0.000,"Cle"
"TE","Kyle Nelson",2500,"SF@NYG 08:30PM ET",0.000,"SF"
"TE","Matthew Mulligan",2500,"Buf@Ten 01:00PM ET",0.300,"Buf"
"TE","Mickey Shuler",2500,"Was@Atl 01:00PM ET",0.000,"Atl"
"TE","Lance Kendricks",2500,"StL@GB 01:00PM ET",4.475,"StL"
"TE","Jermaine Gresham",2500,"Ari@Det 04:05PM ET",2.525,"Ari"
"TE","Michael Hoomanawanui",2500,"NO@Phi 01:00PM ET",0.000,"NO"
"TE","Lee Smith",2500,"Den@Oak 04:25PM ET",1.700,"Oak"
"TE","Luke Stocker",2500,"Jax@TB 01:00PM ET",0.000,"TB"
"TE","James Casey",2500,"Den@Oak 04:25PM ET",0.000,"Den"
"TE","Garrett Celek",2500,"SF@NYG 08:30PM ET",5.375,"SF"
"TE","James Hanna",2500,"NE@Dal 04:25PM ET",0.567,"Dal"
"TE","Mychal Rivera",2500,"Den@Oak 04:25PM ET",2.275,"Oak"
"TE","Cory Harkey",2500,"StL@GB 01:00PM ET",0.350,"StL"
"TE","Beau Brinkley",2500,"Buf@Ten 01:00PM ET",0.000,"Ten"
"TE","MarQueis Gray",2500,"Buf@Ten 01:00PM ET",0.300,"Buf"
"TE","Tim Wright",2500,"Ari@Det 04:05PM ET",1.200,"Det"
"TE","Michael Williams",2500,"NE@Dal 04:25PM ET",0.833,"NE"
"TE","Chris Gragg",2500,"Buf@Ten 01:00PM ET",2.500,"Buf"
"TE","Luke Willson",2500,"Sea@Cin 01:00PM ET",3.033,"Sea"
"TE","Josh Hill",2500,"NO@Phi 01:00PM ET",3.075,"NO"
"TE","James Winchester",2500,"Chi@KC 01:00PM ET",0.000,"KC"
"TE","Vance McDonald",2500,"SF@NYG 08:30PM ET",1.067,"SF"
"TE","Ryan Hewitt",2500,"Sea@Cin 01:00PM ET",0.000,"Cin"
"TE","Levine Toilolo",2500,"Was@Atl 01:00PM ET",1.250,"Atl"
"TE","Gavin Escobar",2500,"NE@Dal 04:25PM ET",2.850,"Dal"
"TE","Jerome Cunningham",2500,"SF@NYG 08:30PM ET",1.300,"NYG"
"TE","Nic Jacobs",2500,"Jax@TB 01:00PM ET",0.000,"Jax"
"TE","Cooper Helfet",2500,"Sea@Cin 01:00PM ET",0.000,"Sea"
"TE","Trey Burton",2500,"NO@Phi 01:00PM ET",0.000,"Phi"
"TE","Blake Bell",2500,"SF@NYG 08:30PM ET",0.775,"SF"
"TE","James O'Shaughnessy",2500,"Chi@KC 01:00PM ET",2.300,"KC"
"TE","Cameron Brate",2500,"Jax@TB 01:00PM ET",0.850,"TB"
"TE","Will Tye",2500,"SF@NYG 08:30PM ET",0.000,"NYG"
"TE","Clive Walford",2500,"Den@Oak 04:25PM ET",0.625,"Oak"
"TE","Brian Parker",2500,"Chi@KC 01:00PM ET",0,"KC"
"TE","Tyler Kroft",2500,"Sea@Cin 01:00PM ET",0.000,"Cin"
"TE","C.J. Uzomah",2500,"Sea@Cin 01:00PM ET",0,"Cin"
"TE","Demetrius Harris",2500,"Chi@KC 01:00PM ET",0.000,"KC"
"TE","Mitchell Henry",2500,"Den@Oak 04:25PM ET",0.000,"Den"
"TE","Nick Boyle",2500,"Cle@Bal 01:00PM ET",2.025,"Bal"
"TE","Kennard Backman",2500,"StL@GB 01:00PM ET",0.000,"GB"
"TE","Troy Niklas",2500,"Ari@Det 04:05PM ET",0.000,"Ari"
"TE","Phillip Supernaw",2500,"Buf@Ten 01:00PM ET",0.000,"Ten"
"TE","Jesse James",2500,"Pit@SD 08:30PM ET",0,"Pit"
"TE","Derek Carrier",2500,"Was@Atl 01:00PM ET",1.650,"Was"
"TE","Geoff Swaim",2500,"NE@Dal 04:25PM ET",1.000,"Dal"
"TE","E.J. Bibbs",2500,"Cle@Bal 01:00PM ET",0,"Cle"
"TE","Khari Lee",2500,"Chi@KC 01:00PM ET",0.000,"Chi"
"DST","Bears ",2400,"Chi@KC 01:00PM ET",2.500,"Chi"
"DST","49ers ",2400,"SF@NYG 08:30PM ET",4.000,"SF"
"DST","Redskins ",2400,"Was@Atl 01:00PM ET",6.500,"Was"
"DST","Rams ",2300,"StL@GB 01:00PM ET",9.750,"StL"
"DST","Saints ",2200,"NO@Phi 01:00PM ET",4.750,"NO"
